,id,main_cast_id,director_code
401,171857,32897.0,11520
402,2654,4783.0,8236
403,18069,8395.0,8285
404,19092,84077.0,7678
405,2758,27888.0,1575
406,38129,78029.0,16496
407,10436,11856.0,11045
408,13595,18269.0,11626
409,46094,4724.0,13034
410,9409,3037.0,8210
411,11853,289.0,8617
412,16771,4944.0,17417
413,46924,2157.0,1815
414,11041,12899.0,13157
415,306,776.0,8357
416,14522,10697.0,2442
417,26203,289.0,11478
418,178,1229.0,15804
419,19819,1733.0,17487
420,57834,4431.0,16876
421,4722,5503.0,66
422,18215,6104.0,7757
423,1607,380.0,14293
424,26391,1534.0,137
425,117553,19143.0,8493
426,6075,1158.0,2096
427,11310,7904.0,13089
428,18658,56159.0,11813
429,9350,16483.0,13919
430,9612,16430.0,15853
431,2124,62.0,14087
432,26261,54812.0,11696
433,19176,57755.0,5972
434,49299,1037.0,66
435,11566,8945.0,6852
436,9571,52474.0,14063
437,9739,16483.0,10636
438,24257,0.0,2185
439,34444,139.0,6063
440,26141,23346.0,2367
441,10997,69637.0,9161
442,50463,27106.0,4266
443,10443,1229.0,13378
444,20239,67893.0,14772
445,16297,4517.0,410
446,18551,5344.0,15879
447,25440,12021.0,8334
448,9024,521.0,1575
449,37233,500.0,16140
450,1634,18259.0,15593
451,13815,75601.0,1905
452,5503,3.0,863
453,35588,12261.0,17349
454,2087,7447.0,14552
455,41579,11510.0,6555
456,18620,32030.0,14671
457,41006,27753.0,2181
458,4916,28412.0,15526
459,2019,15111.0,8497
460,31642,2176.0,12644
461,9255,6952.0,7936
462,26271,65002.0,8995
463,10612,3291.0,2928
464,2259,5064.0,1849
465,16097,1897.0,4779
466,11934,504.0,8148
467,106143,1733.0,7190
468,12475,64998.0,3468
469,9386,190.0,17577
470,7984,11856.0,7985
471,59930,18291.0,11317
472,15765,9780.0,2104
473,31643,4517.0,1568
474,6,2880.0,15804
475,329,4783.0,15975
476,10909,287.0,4200
477,507,7036.0,14547
478,34024,17772.0,15974
479,29918,4729.0,3467
480,9593,1100.0,8390
481,42580,521.0,7195
482,22317,57147.0,15593
483,1413,16940.0,3667
484,12121,2395.0,13991
485,2246,7447.0,6243
486,10502,2461.0,11428
487,10440,1243.0,17586
488,9516,57773.0,357
489,2320,6856.0,16003
490,5879,46239.0,12160
491,83718,135162.0,16749
492,11971,11181.0,9412
493,2625,1205.0,11881
494,31911,2876.0,1172
495,788,2157.0,2712
496,21450,11207.0,11888
497,11231,23915.0,2892
498,41588,27811.0,11739
499,10447,11477.0,11001
500,31586,109.0,14217
501,9300,3063.0,14897
502,9559,1269.0,3069
503,9800,31.0,8602
504,713,18686.0,7340
505,8291,54421.0,8463
506,18133,3085.0,3866
507,25557,55636.0,16021
508,22588,84690.0,11429
509,10872,5724.0,16312
510,1245,4173.0,7180
511,11858,518.0,13161
512,7007,738.0,13448
513,10467,4173.0,327
514,5550,31512.0,5287
515,8005,2130.0,11424
516,2088,64.0,13314
517,10412,934.0,5559
518,47889,15852.0,17157
519,14534,1328.0,3618
520,56583,2047.0,16559
521,41878,127283.0,3245
522,424,3896.0,15975
523,35233,18269.0,11696
524,14291,85313.0,15979
525,103413,227.0,2759
526,11236,13010.0,206
527,11592,3391.0,8487
528,8850,7447.0,14766
529,10445,4173.0,13986
530,695,1231.0,14247
531,43535,67773.0,5779
532,12519,3291.0,8258
533,23210,2888.0,5303
534,858,31.0,12541
535,867,4430.0,13504
536,78,3.0,14156
537,13203,64998.0,15896
538,10442,12073.0,16496
539,11074,62.0,14692
540,33367,2630.0,1380
541,9607,382.0,1097
542,17585,21411.0,4856
543,9057,6952.0,4049
544,20967,10132.0,5267
545,10635,2694.0,872
546,9479,531.0,6409
547,10057,6952.0,15801
548,11969,6856.0,5622
549,41590,227.0,6451
550,319,2224.0,16877
551,26408,60093.0,2732
552,15139,11510.0,13585
553,161158,25834.0,7843
554,218473,17495.0,7764
555,85247,57829.0,10893
556,11446,33656.0,16679
557,51980,4274.0,3016
558,24405,13022.0,4035
559,11655,17094.0,6049
560,11800,7036.0,3407
561,8223,54146.0,13131
562,14587,158632.0,6057
563,31504,33052.0,930
564,41653,1640.0,17920
565,53185,477.0,14064
566,95743,59153.0,4927
567,23637,27433.0,10132
568,17600,4654.0,3830
569,10897,69395.0,13157
570,349394,24381.0,14839
571,21352,53930.0,5617
572,68806,23961.0,14154
573,37345,388.0,11482
574,32562,10437.0,14195
575,47507,1925.0,11160
576,25403,69488.0,12188
577,124304,5676.0,11099
578,9066,56881.0,1783
579,771,11510.0,2712
580,251,723.0,7861
581,812,15827.0,14624
582,280,1100.0,7125
583,581,1269.0,9472
584,80350,44240.0,15863
585,268,514.0,16541
586,274,1038.0,8602
587,408,5460.0,17476
588,10020,62050.0,5482
589,10895,33923.0,12555
590,114,1204.0,5438
591,41043,125341.0,17779
592,576,8252.0,14937
593,15477,6575.0,2315
594,59146,228915.0,7927
595,124472,0.0,7518
596,30528,8654.0,14947
597,7300,1160.0,11588
598,10824,19384.0,1805
599,261246,4391.0,15821
600,275,3905.0,8148
601,25059,521.0,3848
602,11827,70615.0,5666
603,8766,7039.0,9518
604,23570,14409.0,11216
605,47333,10690.0,5176
606,54850,95023.0,1081
607,51242,37583.0,5169
608,10112,57329.0,17578
609,4307,954.0,13131
610,46029,3131.0,5059
611,32308,14407.0,1808
612,88893,55636.0,17405
613,52873,6012.0,995
614,123505,28950.0,17117
615,340210,785.0,11846
616,44281,1428133.0,5368
617,28121,16217.0,11032
618,12520,6941.0,15687
619,1592,1205.0,5990
620,166901,0.0,3062
621,36447,2778.0,2217
622,19042,7502.0,9849
623,38884,10985.0,9387
624,47449,68122.0,6164
625,36259,2395.0,8635
626,41852,3087.0,14075
627,40926,1290416.0,16682
628,9099,67773.0,8625
629,2021,20766.0,16588
630,61752,4604.0,15670
631,10988,4430.0,7792
632,11479,41526.0,6444
633,398959,36653.0,11011
634,287305,8196.0,2390
635,339428,45275.0,4449
636,12652,4885.0,3030
637,10684,5292.0,4550
638,954,500.0,2096
639,68445,68973.0,5340
640,18989,32.0,13153
641,10801,23524.0,16168
642,54285,150127.0,2646
643,8840,6065.0,14188
644,278978,544084.0,8786
645,124625,105793.0,11747
646,11107,2395.0,15896
647,16417,80524.0,5928
648,70934,38665.0,14109
649,10363,15135.0,13931
650,161070,4173.0,1159
651,10539,6199.0,6409
652,10543,13240.0,7156
653,18414,21290.0,9367
654,47502,38225.0,13030
655,11902,48791.0,4682
656,27098,96935.0,1902
657,25087,9452.0,322
658,5801,13762.0,15095
659,896,13752.0,15095
660,3065,30020.0,7971
661,318177,0.0,6349
662,2300,23678.0,8129
663,8069,6352.0,14569
664,288173,13445.0,2471
665,187851,1682222.0,2077
666,27768,879.0,5600
667,221917,3926.0,13383
668,8072,19794.0,7580
669,35797,24366.0,1765
670,88030,4429.0,11846
671,185191,0.0,3018
672,83857,3094.0,5895
673,33245,21315.0,13785
674,124460,21245.0,11496
675,27281,2047.0,15593
676,105045,680.0,10698
677,105045,680.0,10698
678,105045,680.0,10698
679,105045,680.0,10698
680,40001,4090.0,13991
681,29621,16214.0,12543
682,117730,0.0,4593
683,20762,13022.0,14391
684,37144,5588.0,12852
685,48260,99.0,11756
686,12656,6384.0,15918
687,38867,42325.0,17855
688,277270,21029.0,1564
689,25969,156413.0,12907
690,44103,13514.0,15993
691,753,4800.0,8238
692,43634,1920.0,15685
693,9103,15111.0,7562
694,90214,77335.0,10877
695,29649,24203.0,15870
696,10990,1733.0,9980
697,8866,139.0,11626
698,12233,51750.0,5636
699,23449,22675.0,16702
700,36355,109.0,337
701,37667,15887.0,1046
702,90148,6161.0,1782
703,922,85.0,7961
704,11876,1137.0,7597
705,52633,113936.0,6967
706,62364,3810.0,10541
707,11687,1003.0,7588
708,9304,2232.0,6257
709,73183,106171.0,2084
710,131232,1093108.0,15672
711,9100,17346.0,872
712,20759,2231.0,13898
713,46063,4430.0,2181
714,365371,0.0,5505
715,32513,20300.0,8453
716,40651,2506.0,15823
717,36915,7447.0,13414
718,40507,9811.0,9840
719,9802,738.0,11488
720,25697,3151.0,6304
721,21588,4757.0,11798
722,664,9994.0,7335
723,11867,6736.0,3745
724,47119,16927.0,11333
725,314352,23524.0,5379
726,9323,34923.0,10507
727,10280,31512.0,16729
728,10535,7633.0,14128
729,124613,11851.0,16999
730,532,7317.0,12372
731,26744,81970.0,81
732,16299,74036.0,8357
733,10547,6952.0,3903
734,245268,10921.0,14468
735,935,12446.0,15705
736,55613,177950.0,6091
737,215107,1199803.0,8406
738,41007,13333.0,8334
739,35645,6886.0,9487
740,110465,8724.0,17159
741,255546,137907.0,6352
742,40751,69637.0,9183
743,275096,1353683.0,4436
744,85778,0.0,5329
745,11101,39251.0,8786
746,9826,1954.0,15593
747,9879,3416.0,847
748,63564,11514.0,3760
749,22621,882.0,7204
750,7095,2157.0,5139
751,26890,3127.0,11084
752,46732,6721.0,2582
753,124633,71010.0,5882
754,202425,41056.0,1712
755,196940,0.0,7604
756,77771,1154889.0,4169
757,181083,1349266.0,5493
758,41225,3783.0,5007
759,188589,0.0,17165
760,87190,2955.0,14238
761,627,3061.0,3517
762,32872,520.0,15184
763,602,2888.0,14584
764,14553,882.0,1739
765,9566,380.0,16877
766,10545,3999.0,5482
767,9894,206.0,1658
768,11543,57755.0,1948
769,9268,1100.0,2969
770,52059,0.0,14037
771,9327,776.0,16765
772,123763,42123.0,11099
773,81949,5470.0,10314
774,42005,0.0,6103
775,124306,17578.0,6116
776,183955,1200959.0,11425
777,44535,4810.0,597
778,44495,44610.0,2918
779,78285,14812.0,9907
780,11228,16483.0,14188
781,10779,521.0,13278
782,26748,2955.0,8451
783,38223,49961.0,2175
784,9294,8891.0,8572
785,49963,2229.0,12427
786,11363,12833.0,4524
787,1645,10297.0,8162
788,31546,4483.0,11520
789,77056,27637.0,17937
790,36344,2155.0,5276
791,18550,2975.0,9486
792,11511,35806.0,13034
793,172198,7042.0,6723
794,34170,1532.0,6557
795,281085,1894.0,12007
796,109478,21315.0,7069
797,124645,27396.0,12417
798,12606,56881.0,1319
799,69895,225140.0,11343
800,35206,12266.0,10345
801,151489,1836812.0,13083
802,4837,5274.0,17937
803,12632,14631.0,13351
804,9098,27320.0,14598
805,282919,48775.0,13377
806,124614,50.0,10533
807,18975,2641.0,15853
808,11962,3035.0,8420
809,2925,18892.0,6599
810,28628,8695.0,12452
811,3595,2461.0,14630
812,9308,16165.0,6295
813,92381,79539.0,4310
814,18555,11701.0,1120
815,12123,6384.0,863
816,10830,11717.0,3520
817,3573,12052.0,4336
818,10546,20239.0,16577
819,18862,8944.0,6292
820,31417,24476.0,5647
821,9431,18326.0,5754
822,124619,0.0,8449
823,297645,137917.0,10107
824,48144,1118783.0,6521
825,46986,170935.0,6158
826,144982,6684.0,10670
827,47907,15675.0,9962
828,10061,6856.0,8236
829,36266,128485.0,1061
830,549,2954.0,8992
831,10478,1269.0,14644
832,66634,27753.0,14599
833,116690,24551.0,9335
834,213917,136761.0,12425
835,145925,119950.0,10030
836,100914,0.0,9053
837,238,3084.0,5139
838,159,1844.0,16168
839,11134,18897.0,15711
840,88224,5960.0,10176
841,132641,134373.0,11938
842,132641,134373.0,11938
843,132641,134373.0,11938
844,132641,134373.0,11938
845,42758,30437.0,5779
846,9303,7906.0,9811
847,23945,74036.0,1378
848,37820,4783.0,8448
849,22479,10431.0,14247
850,9054,4517.0,2892
851,241058,20215.0,13353
852,11985,71171.0,11980
853,10232,45195.0,3479
854,59569,4512.0,16573
855,410921,55567.0,6874
856,38955,1620.0,15711
857,110513,3127.0,7977
858,114089,20667.0,9206
859,11015,14698.0,13275
860,9306,3084.0,8282
861,12559,57119.0,3809
862,58770,6677.0,3767
863,124851,11486.0,5488
864,3587,2395.0,12558
865,10723,22675.0,4856
866,56077,6416.0,12356
867,19004,79020.0,14698
868,101230,211203.0,16410
869,253632,25256.0,13696
870,10987,9221.0,8095
871,44705,1283.0,16932
872,20318,1733.0,9348
873,43596,14120.0,11372
874,79782,587975.0,7316
875,26933,49855.0,995
876,27854,4068.0,14948
877,981,6598.0,5586
878,872,13294.0,15702
879,2769,13294.0,17230
880,13320,1932.0,15702
881,164,1932.0,1889
882,426,854.0,624
883,567,854.0,624
884,3078,11492.0,5183
885,13528,29519.0,5586
886,28288,30181.0,10931
887,213,2638.0,624
888,284,3151.0,1865
889,239,3149.0,1865
890,4808,2638.0,15702
891,289,4110.0,11528
892,963,4110.0,8331
893,11113,1932.0,5586
894,6620,4110.0,1865
895,804,8487.0,17545
896,26531,95624.0,17352
897,909,9066.0,17230
898,630,9066.0,17147
899,770,10538.0,17147
900,31044,11390.0,13991
901,599,8252.0,1865
902,15,40.0,12706
903,62,245.0,15705
904,121357,7124.0,12013
905,705,3380.0,8765
906,22490,88867.0,5586
907,223,3359.0,624
908,25670,20501.0,624
909,303,2638.0,624
910,4174,4111.0,624
911,8356,2638.0,10007
912,381,2638.0,624
913,20758,12147.0,17230
914,29376,30181.0,17230
915,1859,19549.0,4868
916,18299,4068.0,1865
917,17281,5320.0,17230
918,64382,35321.0,17230
919,10907,8724.0,11528
920,32093,10922.0,14688
921,1939,20124.0,12738
922,22292,20124.0,8765
923,3598,29522.0,5183
924,3080,30181.0,10931
925,198,2491.0,4868
926,13562,32428.0,5994
927,1712,3635.0,5641
928,220,2749.0,4598
929,3529,32428.0,17319
930,3085,2638.0,6560
931,2897,14261.0,11476
932,1585,854.0,5183
933,3083,854.0,5183
934,900,6598.0,6560
935,43795,77158.0,5641
936,85638,8828.0,17161
937,50001,14974.0,17458
938,43905,11493.0,8245
939,22688,13352.0,1291
940,23114,80567.0,8245
941,26378,81970.0,2284
942,40206,70668.0,6402
943,22356,4165.0,7150
944,260,3609.0,624
945,43488,13578.0,10097
946,22613,11165.0,6561
947,10331,97912.0,5564
948,488,4110.0,8331
949,22733,4110.0,8331
950,261,3635.0,14001
951,57575,3635.0,14001
952,32574,14974.0,5183
953,22657,29519.0,8245
954,76464,5788.0,17160
955,22649,47439.0,5181
956,22649,47439.0,5181
957,22649,47439.0,5181
958,22649,47439.0,5181
959,176841,34754.0,4552
960,125587,10985.0,16398
961,39448,1620.0,3144
962,52855,9778.0,3562
963,39940,8252.0,8831
964,172868,1369.0,2768
965,85328,17304.0,14089
966,124632,0.0,684
967,11076,8447.0,2446
968,63945,4138.0,9826
969,58985,7796.0,696
970,890,14631.0,8786
971,10861,15111.0,14165
972,1770,3896.0,12270
973,44465,2296.0,757
974,2033,4756.0,11250
975,18203,2283.0,2344
976,9333,62.0,17349
977,47260,587.0,14389
978,9400,9575.0,4965
979,9401,1004.0,8318
980,12241,7039.0,13873
981,25739,12270.0,13933
982,161806,11154.0,8484
983,11306,3291.0,11478
984,9625,23880.0,8300
985,10680,2880.0,14381
986,6346,5577.0,7156
987,18660,27726.0,12567
988,35115,50571.0,12556
989,14821,53261.0,8324
990,14136,40393.0,14445
991,10869,47439.0,14445
992,22660,24815.0,14445
993,19186,36819.0,3894
994,31102,36819.0,3894
995,6878,521.0,4407
996,15944,4091.0,2544
997,18444,11859.0,9374
998,20723,36819.0,14445
999,173,2090.0,14029
1000,864,12974.0,8572
1001,24795,2047.0,17480
1002,11224,68652.0,3081
1003,81310,34759.0,17578
1004,15947,34759.0,12555
1005,9078,21877.0,17578
1006,29682,50997.0,6247
1007,8367,1269.0,9505
1008,433,5823.0,14445
1009,11360,34759.0,14967
1010,11114,68130.0,4219
1011,12335,14730.0,14445
1012,12092,67228.0,3081
1013,10948,1937.0,16309
1014,11229,2628.0,11249
1015,15121,5823.0,14464
1016,562,62.0,8390
1017,10163,20495.0,2072
1018,48862,4800.0,12342
1019,117036,0.0,6683
1020,47199,382.0,2907
1021,11159,9191.0,11888
1022,9591,16857.0,16725
1023,30500,8212.0,11688
1024,41843,4173.0,7180
1025,55058,11701.0,8740
1026,10938,42582.0,6448
1027,11412,16935.0,13919
1028,10586,3392.0,15804
1029,42314,1158.0,264
1030,27845,884.0,15860
1031,108365,14812.0,6817
1032,23223,15852.0,8389
1033,49471,15531.0,15670
1034,38153,6952.0,5622
1035,25147,204.0,11756
1036,9716,69597.0,17586
1037,43777,426570.0,10015
1038,454,6193.0,1592
1039,10218,15277.0,4313
1040,819,380.0,1568
1041,38191,57755.0,11515
1042,56830,15234.0,15170
1043,11238,15827.0,16186
1044,27256,20143.0,1133
1045,31530,30181.0,10931
1046,66473,30181.0,5641
1047,28120,14868.0,4529
1048,1834,19328.0,4529
1049,26282,10158.0,8733
1050,37218,934.0,32
1051,252,3460.0,11430
1052,116356,1063356.0,7301
1053,16372,20141.0,6951
1054,11561,1243.0,17586
1055,11302,1243.0,17586
1056,623,8930.0,2554
1057,583,10722.0,16368
1058,12614,5823.0,1889
1059,21711,4135.0,11696
1060,11575,3151.0,1889
1061,475,6449.0,1386
1062,11331,12147.0,8473
1063,521,7124.0,624
1064,21202,1318776.0,5353
1065,88,722.0,4660
1066,500,1037.0,13651
1067,792,13022.0,12644
1068,8491,37041.0,16316
1069,402,3392.0,13085
1070,10537,5576.0,12644
1071,11386,9029.0,12270
1072,9504,1158.0,7156
1073,15764,5064.0,315
1074,601,9976.0,15975
1075,67365,7497.0,14922
1076,25842,5832.0,4552
1077,2119,500.0,16877
1078,744,500.0,16877
1079,136311,8395.0,11522
1080,221,2749.0,12331
1081,702,10538.0,4598
1082,25750,3489.0,5962
1083,17642,11857.0,6610
1084,427043,23750.0,11614
1085,146341,1124018.0,16333
1086,9305,20030.0,3028
1087,37616,4520.0,340
1088,11112,2395.0,4266
